REG ANS;DATA;IED;Fatur;EVA;EBITDATRAD;RSV;ROA;ROE;MEBITDA;PMRE;PMPE;Ciclo;Imob;PCT;CE;LC;LG;ISTR;IDC;IDA;TAM;HHI;CR4;CR8;CR12;CRn;Benefassist;Benefexcl;Beneftot;TKM;CMg;Lerner;Reclam;Ireclam;Segmentacao;Modalidade;Estado;FEA
417556;01/10/2012;0;24358052,13;2869021,17;7961721,25;0,25;0,32;0,41;0,61;21,52;0;0;0,09;0,3;0,81;4,9;3,94;0;0;0,48;16,28;0,49;0,83;0,06;0,04;0,07;;;;;;;2;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417564;01/10/2012;0;614518,5;-25703,77;23003,5;0,02;0,02;0,05;0,08;306,05;0;0;0,01;1,64;1;1,6;1,6;0;0;0,73;13,22;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417572;01/10/2012;0;2882720,04;-85171,52;-48458,71;-0,22;-0,86;1,47;-0,02;0;0;0;0,56;;0,78;0,36;0,28;0,75;0;0,28;11,78;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417581;01/10/2012;0;116234,78;-51558,29;-41749,7;-0,51;-0,49;-0,51;-0,49;43,96;0;0;0,02;0,04;1;25,76;25,78;0;0;1,52;11,36;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;MG;0
417599;01/10/2012;0;53814215,3;22606799,67;32754481,56;2,17;0,24;0,49;0,88;24,53;25,66;-1,14;0,43;1,01;0,9;1,25;1,13;0,65;0;0,4;18,6;0,09;0,47;0,13;0,07;0,33;23177,5;37029,5;60207;74,48;-2931,47;;5;0,83;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
417602;01/10/2012;0;3090095,23;21715,24;327264,53;0,08;0,06;0,31;0,21;167,8;0;0;0,01;4,08;0,75;0,96;1,23;0;0,01;0,56;14,77;0,49;0,83;0,06;0,04;0,07;;;;;;;14;;MÉDICO-HOSPITALAR;Administradora de Benefícios;DF;0
417611;01/10/2012;1;0;-32304,28;-18982,61;0;-0,14;-0,14;0;0;0;0;0;0;1;;;0;0;0;11,7;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417629;01/10/2012;0;8477895,16;422473,9;964504,36;0,12;0,17;0,34;0,19;40,6;0;0;0,22;0,99;0,96;1,64;1,57;0;0;0,16;15,2;0,49;0,83;0,06;0,04;0,07;;;;;;;78;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417637;01/10/2012;0;154680,54;-14456,95;14903,79;-0,02;-0,02;-0,16;0,33;29,07;0;0;0,03;7,18;1;1,1;1,1;0;0;0,86;11,51;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417645;01/10/2012;0;797978,04;-30331,93;23712,47;0,03;0,04;0,05;0,09;2,25;0;0;0,02;0,18;1;6,36;6,36;0;0,12;0,8;12,65;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417653;01/10/2012;0;6332674,42;-126973,94;192794,5;0,37;0,11;0,14;0,09;27,18;46,5;-19,32;0,06;0,31;1;4,03;4,03;0,79;0,01;0,13;14,99;0,09;0,47;0,13;0,07;0,33;7404,5;0;7404,5;71,27;-156,04;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SC;0
417661;01/10/2012;0;36862610,02;-32316,23;534558;0,25;0,11;0,19;0,03;2,43;40,94;-38,51;0,02;0,75;1;2,28;2,28;0,89;0;0,08;15,74;0,06;0,38;0,14;0,09;0,39;4527;0;4527;678,57;662,06;0,02;1;2,21;MÉDICO-HOSPITALAR;Autogestão;PE;0
417670;01/10/2012;0;0;-29325,31;0;0;0;0;0;0;0;0;0,35;0,05;1;12,92;12,92;0;0;0;12,61;0,09;0,47;0,13;0,07;0,33;;;;;;;0;;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
417688;01/10/2012;0;0;-3083,98;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;10,31;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417696;01/10/2012;0;363383,86;91254,09;137334,7;0,47;0,36;0,78;0,61;103,84;0;0;0,35;1,15;1;1,21;1,21;0;0;0,42;12,64;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417700;01/10/2012;0;42354,61;25747,32;46678,63;1,58;0,46;0,53;1,65;6,88;0;6,88;0,17;0,14;0,94;7,28;6,87;0,3;0;3,32;11,13;0,3;0,7;0,1;0,04;0,16;0;69,25;69,25;48,06;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;RS;0
417718;01/10/2012;0;10801744,56;2019784,07;3339834,75;0,32;0,6;1,08;0,48;68,54;0;0;0,05;0,8;1;2,13;2,13;0;0,18;0,24;15,15;0,49;0,83;0,06;0,04;0,07;;;;;;;10;;MÉDICO-HOSPITALAR;Administradora de Benefícios;ES;0
417734;01/10/2012;0;0,01;-3083,98;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;10,31;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417742;01/10/2012;0;0;-3083,98;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;10,31;0,49;0,83;0,06;0,04;0,07;;;;;;;2;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417751;01/10/2012;0;193013,58;-152409,58;-128669,7;-1,05;-0,56;-1,16;-0,98;0;0;0;0,33;1,08;1;1,3;1,3;0;0,16;1,78;12,41;0,49;0,83;0,06;0,04;0,07;;;;;;;3;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417769;01/10/2012;0;634796,19;-112010,2;-76005,19;-0,23;-0,16;-1,77;-0,15;190,34;0;0;0,12;10,05;0,93;1,04;0,97;0;0,35;0,54;13,37;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;BA;0
417777;01/10/2012;0;17182808,55;563725,76;689116,71;0,36;0,48;0,95;0,06;0;0;0;0;0,99;1;2;2;0,86;0;0,08;14,06;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417785;01/10/2012;0;0;-13835,51;-83,46;0;0,12;0,12;0;0;0;0;0;0;1;;;0;0;0;11,79;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;PR;0
417807;01/10/2012;0;357,34;-157041,79;-151950,62;;-14,31;;;0;0;0;0,91;;0,45;0,17;0,08;0;0;;9,3;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417815;01/10/2012;0;9847063,75;-3195507,81;746803,64;0,13;0,01;0,01;0,14;45,2;130,22;-85,02;0,73;0,16;0,95;1,89;1,92;0,51;0,05;0,25;17,54;0,3;0,7;0,1;0,04;0,16;0;16510;16510;47,92;41,57;0,13;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;1
417823;01/10/2012;0;1775732,68;9726,25;112106,41;0,06;0,06;0,12;0,1;78;32,69;45,31;0,09;1,06;1;1,76;1,76;0,51;0,11;0,3;13,36;0,09;0,47;0,13;0,07;0,33;2921,75;0;2921,75;50,59;28,27;0,44;5;17,11;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
417831;01/10/2012;0;412860,14;-3039,21;29673,7;0;0;0,02;0,11;56,72;80,72;-24;0,42;5,82;0,53;0,94;0,68;0,18;0;0,72;11,95;0,3;0,7;0,1;0,04;0,16;0;1506,5;1506,5;21,53;4,49;0,79;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417840;01/10/2012;0;726902,66;22816,31;56317,05;0,23;0,19;0,22;0,13;30,64;26,47;4,16;0,52;0,19;1;3,02;3,02;0,5;0;0,41;12,61;0,04;0,31;0,13;0,1;0,46;0;479,5;479,5;119,15;5,43;0,95;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;RS;0
417858;01/10/2012;0;11723576,12;-5412627,12;-5286081,28;-3,92;-7,67;-8,37;-0,63;1,14;0;1,14;0,18;0,09;1;9,92;9,92;0,84;0,04;0,75;13,46;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417866;01/10/2012;0;9353329,85;3196938,11;3712076,8;0,61;0,6;0,9;0,62;136,6;0;0;0,02;0,5;1;2,92;2,94;0;0;0,38;15,61;0,49;0,83;0,06;0,04;0,07;;;;;;;20;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417874;01/10/2012;0;81763,99;30523,83;39931,31;0,6;1,83;1,97;0,73;0;0;0;0,87;0,08;1;1,79;1,79;0,03;0;0,29;9,77;0,3;0,7;0,1;0,04;0,16;0;265,75;265,75;24,19;0,92;0,96;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417882;01/10/2012;0;0;-3083,98;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;10,31;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417891;01/10/2012;0;11105525,89;284235,15;401061,8;0,41;0,42;0,44;0,05;0,32;0;0,32;0,01;0,04;1;23,64;23,64;0,89;0,01;0,06;13,68;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417904;01/10/2012;0;4,21;-111230,64;-125629,94;;-42,68;0,75;;;;;0,78;;0,1;0,04;0;0;0;;7,99;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;MG;0
417921;01/10/2012;0;10576838,99;-795390,95;-786908,94;-0,23;-6,73;1,84;-0,1;1,35;0;1,35;0,63;;1;0,08;0,08;0,51;0;0,6;11,75;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
417947;01/10/2012;0;0;-274033,27;-55,6;0;0,01;0,01;0;0;0;0;0,79;0;1;;;0;0;0;14,8;0,09;0,47;0,13;0,07;0,33;121;0;121;0;0;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
417955;01/10/2012;0;24159268,25;-1377503,24;1416032,23;0,72;0,11;0,12;0,19;1,9;18,92;-17,02;0,18;0,1;1;9,17;9,17;0,76;0;0,11;17,13;0,06;0,38;0,14;0,09;0,39;3815,75;0;3815,75;527,62;-569,38;;0;0;MÉDICO-HOSPITALAR;Autogestão;PR;0
417971;01/10/2012;0;2459832,74;309318,73;468392,04;0,3;0,64;0,98;0,28;7,14;26,87;-19,73;0,06;0,53;1;2,73;2,73;0,3;0;0,37;13,22;0,3;0,7;0,1;0,04;0,16;0;10979,25;10979,25;17,78;6,48;0,64;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
417980;01/10/2012;0;633274,24;-2779768,72;-3681650,3;-6,27;-0,59;-0,96;-9,18;131,19;0;0;0,25;0,63;0,78;1,98;1,93;0;0;8,9;15,27;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
417998;01/10/2012;0;87363,76;-8334,84;3251,33;0,1;0,02;0,02;0,05;0;0;0;0;0;1;;;0,6;0,27;0,07;11,58;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;CE;0
418005;01/10/2012;0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;13,87;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418013;01/10/2012;0;14131200,9;29876,54;330106,36;0,08;0,1;0,12;0,04;21,26;0;21,26;0,21;0,19;1;5,04;5,04;0,77;0,01;0,19;14,44;0,49;0,83;0,06;0,04;0,07;;;;;;;2;;MÉDICO-HOSPITALAR;Administradora de Benefícios;PI;0
418021;01/10/2012;0;0;-172368,99;-57385,45;0;0,03;0,03;0;0;0;0;0;0,06;1;17,84;17,84;0;0;0;13,98;0,09;0,47;0,13;0,07;0,33;2,5;0,5;3;0;;;3;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
418030;01/10/2012;0;0;-30995,3;-28578,51;0;-0,76;-1,6;0;0;0;0;0,09;1,11;1;1,73;1,73;0;0;0;10,52;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418048;01/10/2012;0;0;-21877,28;1273,91;0;0,01;0,05;0;0;0;0;0;6,35;0,82;1,41;1,16;0;0;0;13,16;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418064;01/10/2012;0;6577,78;-10734,95;4587,14;-0,07;0;0;1,04;18,89;0;0;0,75;0;1;81,66;81,66;0;0;0,79;11,56;0,3;0,7;0,1;0,04;0,16;0;28;28;18,36;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
418072;01/10/2012;0;32948334,23;-8372306,33;-7520747,54;-1,1;-0,42;-0,72;-0,27;60,8;29,28;31,52;0,01;0,69;1;2,42;2,42;0,75;0,14;0,21;16,54;0,27;0,84;0,12;0,04;0;13016,75;6460;19476,75;140,97;112,65;0,2;15;7,7;MÉDICO-HOSPITALAR;Seguradora Especializada em Saúde;SP;0
418081;01/10/2012;0;0;3029446,85;3761812,04;0;1,21;1,74;0;0;0;0;0,03;0,44;1;3,18;3,18;0;0;0;14,82;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SC;0
418099;01/10/2012;0;12005,12;-180443,32;-150677,56;-22,28;-1,04;-1,17;-20,2;16,96;0;0;0,4;0,13;1;5,34;5,34;0;0;21,55;11,98;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418111;01/10/2012;0;0;1338369,68;1384414,92;0;1,54;1,74;0;0;0;0;0,15;0,13;1;7,53;7,53;0;0;0;13,69;0,3;0,7;0,1;0,04;0,16;0;2079;2079;0;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;RS;0
418129;01/10/2012;0;1976640,5;-440954,35;51181,03;0,18;0,05;0,05;0,2;0,3;0;0,3;0;0,04;1;1,62;23,42;0,09;0;0,12;15,36;0,06;0,38;0,14;0,09;0,39;440;0;440;374,36;33,36;0,91;0;0;MÉDICO-HOSPITALAR;Autogestão;MS;0
418137;01/10/2012;0;4474775,15;-1829649,92;-1640624,61;-1,38;-2,69;14,89;-0,53;2,76;0;2,76;0,57;;1;0,37;0,37;0,56;0,1;0,9;13,45;0,09;0,47;0,13;0,07;0,33;3492,5;0;3492,5;102,52;80,49;0,21;5;14,32;MÉDICO-HOSPITALAR;Medicina de Grupo;BA;0
418153;01/10/2012;0;0;-38437,1;-26393,29;0;-0,21;-0,21;0;0;0;0;0,1;0;1;;;0;0;0;11,52;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;RS;0
418161;01/10/2012;0;361158,22;137968,28;197115,43;0,69;0,6;0,62;0,82;36,89;0;0;0,14;0,03;1;30,5;30,5;0;0;0,23;12,53;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418170;01/10/2012;0;9489364,88;1099890,58;1373461,25;0,63;0,52;0,53;0,2;0,48;0,15;0,33;0,06;0,03;1;31,37;31,37;0,68;0;0,11;14,78;0,09;0,47;0,13;0,07;0,33;11804,25;0;11804,25;66,99;;;48;40,66;MÉDICO-HOSPITALAR;Medicina de Grupo;DF;0
418188;01/10/2012;0;0;-251563,17;-34346620,55;;;;0;0;0;0;0;0,02;1;49,81;49,81;0;0;0;10,03;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418196;01/10/2012;0;0;-63230,92;-48670,07;0;-0,66;-0,7;0;0;0;0;0,98;0,06;1;0,41;0,41;0;0;0;11,33;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418200;01/10/2012;0;532155,93;81624,67;216906,34;0,17;0,03;0,8;0,57;21,59;0;0;0,12;24,68;0,91;1,01;0,92;0;0;5,06;14,56;0,3;0,7;0,1;0,04;0,16;0;1274,25;1274,25;34,8;0;1;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;PA;0
418218;01/10/2012;0;0;-89109,94;-25053,26;0;0,04;0,04;0;0;0;0;0,01;0;1;;;0;0;0;13,33;0,09;0,47;0,13;0,07;0,33;9;0;9;0;;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
418226;01/10/2012;0;0;-53749,88;-1961,25;0;0;0;0;0;0;0;0,98;0,01;1;2,28;2,28;0;0;0;13,13;0,09;0,47;0,13;0,07;0,33;;;;;;;0;;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
418234;01/10/2012;0;377608,64;5433,89;5595,36;0,02;0,03;0,1;0,03;3,28;0;0;0,16;2,17;1;1,23;1,23;0;0,42;0,47;11,85;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418242;01/10/2012;0;793725,16;8272,81;40602,04;0,08;0,13;0,2;0,09;3,6;27,57;-23,97;0,24;0,56;0,62;2,39;2,1;0,34;0,02;0,51;12,41;0,04;0,31;0,13;0,1;0,46;0;1449,5;1449,5;44,51;-2,69;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;RR;0
418251;01/10/2012;0;4175,02;666778,77;773577,3;;0,64;1,15;;0;0;0;0,04;0,79;1;0,87;2,19;0;46,49;;13,96;0,3;0,7;0,1;0,04;0,16;;;;;;;2;;MÉDICO-HOSPITALAR;Odontologia de Grupo;AM;0
418277;01/10/2012;0;128491,83;-249101,7;-247470,15;-2,79;-3,13;15,45;-2,76;57,13;0;0;0,09;;1;0,76;0,76;0;0,2;3,46;11,24;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418285;01/10/2012;0;92936584,4;-283141,92;50893,01;0;0;0,04;0;76,83;51,6;25,23;0;33,73;1;1,03;1,03;0,72;0;0,35;16,77;0,06;0,38;0,14;0,09;0,39;64074;0;64074;120,87;88,3;0,27;0;0;MÉDICO-HOSPITALAR;Autogestão;MG;0
418293;01/10/2012;0;689046,62;110033,78;173161,71;0,25;0,54;1,06;0,36;0;0;0;0,06;0,96;1;0,94;1,92;0;0;0,66;12,33;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;DF;0
418307;01/10/2012;0;3135,49;-507580,92;-491348,55;;-3,25;-3,25;;0;0;0;0,8;0;1;;;0,68;7,91;;11,93;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418315;01/10/2012;0;0;-12833,89;-9069,85;0;-0,31;-0,32;0;0;0;0;0;0;1;;;0;0;0;10,36;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
418323;01/10/2012;0;73148,57;-2855,55;1562,07;0,1;0,12;0,12;0,11;0;0;0;0,07;0;1;;;0,23;0;0,74;10,44;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418331;01/10/2012;0;0;-123995,33;-4631,63;0;0,07;0,07;0;0;0;0;0;0;1;;;0;0;0;13,95;0,09;0,47;0,13;0,07;0,33;;;;;;;0;;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
418340;01/10/2012;0;0;-12634,67;-8027,59;;-0,12;-0,13;0;0;360;0;0;0,03;1;30,34;30,34;0;0;0;10,72;0,3;0,7;0,1;0,04;0,16;0;4;4;0;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
418358;01/10/2012;0;1104,15;0;-3393,07;-4,37;-0,19;-0,19;-4,31;0;0;0;0;0;0;0;0;0;0;5,31;9,83;0,3;0,7;0,1;0,04;0,16;0;78,33;78,33;1,17;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;PR;0
418366;01/10/2012;0;0;47127,35;80982,91;0;0,31;0,42;0;0;0;0;0,17;0,36;1;3,16;3,16;0;0;0;12,22;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;AM;0
418374;01/10/2012;0;48575826,54;8078440,89;14057575,88;1,05;0,28;0,31;0,51;0;112,46;-112,46;0,02;0,11;1;9,57;10,22;0,52;0;0,07;17,94;0,06;0,38;0,14;0,09;0,39;5455;0;5455;742,07;;;0;0;MÉDICO-HOSPITALAR;Autogestão;DF;0
418382;01/10/2012;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,68;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418391;01/10/2012;0;0;-3083,98;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;10,31;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418404;01/10/2012;0;44301,32;-10317,45;-7787,84;-0,32;-0,44;-0,49;-0,29;0;0;0;0,02;0,11;1;9,83;9,83;0;0;1,29;9,9;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418421;01/10/2012;0;0;-18367,68;-252;0;-0,04;-0,05;0;0;0;0;0,38;0,04;1;14,5;14,5;0;0;0;11,74;0,49;0,83;0,06;0,04;0,07;;;;;;;1;;MÉDICO-HOSPITALAR;Administradora de Benefícios;DF;0
418439;01/10/2012;0;8309,64;-23272,63;-18988,25;-3,07;-0,26;-0,49;-3,01;70,34;0;0;0;0,92;1;2,09;2,09;0;0;4,4;11,11;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418447;01/10/2012;0;0;107293,17;160930,61;-3,75;0,68;0,92;-4,95;0;0;0;0,02;0,36;1;3,72;3,72;0;0;;12,11;0,3;0,7;0,1;0,04;0,16;0;1;1;;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
418463;01/10/2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,92;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
418480;01/10/2012;0;17538,87;-38873,05;-36574,06;-3,19;-32,13;-32,13;-2,93;0;0;0;0;0;1;;;0;0;3,93;7,12;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418498;01/10/2012;0;0;0;0;0;-0,02;-0,02;0;0;0;0;0,84;0;0;0;0;0;0;0;9,7;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;ES;0
418501;01/10/2012;0;4947026,26;-466455,55;-268639,92;-0,44;-0,09;-0,17;-0,02;6,49;10,05;-3,55;0,26;0,93;1;0,75;1,53;0,88;0;0,25;14,56;0,09;0,47;0,13;0,07;0,33;3790,5;0;3790,5;108,76;;;1;2,64;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;1
418510;01/10/2012;0;171792,95;242396,8;300893,7;6,58;1,41;2,36;3,69;131,52;28,71;102,82;0,08;0,68;0,77;2,96;2,28;0,53;0;1,8;12,1;0,3;0,7;0,1;0,04;0,16;0;1737,75;1737,75;5,51;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
418528;01/10/2012;0;104317,39;-33748,7;-32749,25;-0,5;-0,41;1,77;-0,47;62,26;0;0;0,1;;0,77;0,95;0,73;0;0;1,49;11,33;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;MG;0
418536;01/10/2012;0;0;-48579,56;-33022,1;0;-0,22;-0,22;0;0;0;0;0;0,02;1;50,61;50,61;0;0;0;11,94;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;SC;0
418544;01/10/2012;0;0;-123861,07;-117430;0;-2,81;-25,78;0;0;0;0;0,5;8,19;0;0;0,56;0;0;0;10,69;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;MG;0
418552;01/10/2012;0;0;-153760,67;-147889,04;0;-2,77;-4,41;0;0;0;0;0,27;0,59;1;1,96;1,96;0;0;0;10,91;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;RJ;0
418561;01/10/2012;0;0,08;-10279,9;0,03;1;0;0;0,5;0;120;-120;0;0;1;;;0,5;0;0;11,51;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;GO;0
418587;01/10/2012;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,91;0,09;0,47;0,13;0,07;0,33;;;;;;;0;;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
418595;01/10/2012;0;0;-34430,51;-15838,76;0;-0,2;-0,2;0;0;0;0;0,24;0,01;1;;;0;0;0;11,63;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418609;01/10/2012;0;0;-24876,3;-11769,31;0;-0,05;-0,05;0;0;0;0;0,25;0,02;1;35,51;35,51;0;0;0;11,76;0,49;0,83;0,06;0,04;0,07;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
418617;01/10/2012;0;0;0;0;0;0,04;0,04;0;0;0;0;0;0;0;0;0;0;0;0;14,64;0,06;0,38;0,14;0,09;0,39;;;;;;;0;;MÉDICO-HOSPITALAR;Autogestão;PR;0
418625;01/10/2012;0;0;-51712,71;-38115,39;0;-0,06;-0,06;0;0;0;0;0;0;1;;;0;0;0;12,15;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
418633;01/10/2012;0;0,01;-25014,97;-24138,14;;-0,25;2,98;;0;0;0;0,68;;1;0,3;0,3;0;0;;11,5;0,3;0,7;0,1;0,04;0,16;;;;;;;0;;MÉDICO-HOSPITALAR;Odontologia de Grupo;RO;0
418641;01/10/2012;0;0;-76280,81;-2996,14;0;0,02;0,02;0;0;0;0;0;0,12;1;9,37;9,37;0;0;0;13,46;0,09;0,47;0,13;0,07;0,33;;;;;;;0;;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
